hgnc,hgncMatch
NKIRAS2,ENST00000307641
FAM195A,ENST00000307650
ZNF17,ENST00000601808
KIAA0232,ENST00000307659
SYNPO,ENST00000394243
ATP9B,ENST00000426216
BCL2L1,ENST00000307677
SEC23A,ENST00000307712
NAT1,ENST00000545197
PPID,ENST00000307720
MLLT10,ENST00000307729
CDC40,ENST00000368932
ETFDH,ENST00000511912
THOP1,ENST00000307741
CYTL1,ENST00000307746
ZBTB5,ENST00000307750
LGALS4,ENST00000307751
RXFP1,ENST00000307765
TVP23B,ENST00000307767
JAGN1,ENST00000307768
ZRSR2,ENST00000307771
CALML6,ENST00000307786
ASCC2,ENST00000397771
SEMA3E,ENST00000307792
AFF1,ENST00000395146
CARNS1,ENST00000445895
MGAT1,ENST00000446023
OR2Y1,ENST00000307832
NABP1,ENST00000425611
RPL15,ENST00000307839
STARD6,ENST00000581310
HPCAL1,ENST00000381765
HAVCR2,ENST00000307851
TRIM40,ENST00000307859
AIFM2,ENST00000307864
SRP68,ENST00000307877
ADCY6,ENST00000307885
CTSW,ENST00000307886
CYB5B,ENST00000307892
ZWILCH,ENST00000307897
ADAT1,ENST00000307921
MCL1,ENST00000369026
CRYGS,ENST00000392499
FNIP1,ENST00000510461
ARR3,ENST00000307959
RPL4,ENST00000307961
WFDC5,ENST00000372789
FOXP4,ENST00000373060
SNAPC5,ENST00000316634
RAD9A,ENST00000307980
EFEMP2,ENST00000307998
SLC16A11,ENST00000308009
MRPS12,ENST00000407800
PTDSS2,ENST00000308020
TMEM134,ENST00000308022
DDX23,ENST00000308025
SLC16A13,ENST00000308027
ZNF471,ENST00000308031
DLEC1,ENST00000308059
CHST1,ENST00000308064
PTCD2,ENST00000380639
TBC1D3C,ENST00000457979
THAP2,ENST00000308086
RAPH1,ENST00000319170
ZNF80,ENST00000482457
DIRC1,ENST00000308100
C1orf100,ENST00000308105
CCNE2,ENST00000520509
MUS81,ENST00000308110
SSH3,ENST00000308127
DSG4,ENST00000359747
FAM53A,ENST00000308132
PHYKPL,ENST00000308158
NUP93,ENST00000308159
CFL1,ENST00000525451
ELF4,ENST00000308167
PCDHGC3,ENST00000308177
DHRS4,ENST00000313250
AIM1L,
PDE7B,ENST00000308191
PLG,ENST00000308192
COQ10A,ENST00000308197
CCDC63,ENST00000308208
TP53I11,ENST00000533940
IQCK,ENST00000320394
BRSK2,ENST00000382179
RNASE8,ENST00000308227
RGMB,ENST00000308234
CRB3,ENST00000356762
PPM1E,ENST00000308249
KCNG4,ENST00000308251
MSRB3,ENST00000355192
PSMA8,ENST00000308268
USP48,ENST00000308271
FBXO22,ENST00000308275
SEC16B,ENST00000308284
MS4A10,ENST00000308287
FAM46D,ENST00000538312
GOLT1A,ENST00000308302
PROP1,ENST00000308304
LEMD3,ENST00000308330
SNX32,ENST00000308342
CLDN15,ENST00000401528
DHX36,ENST00000496811
PLA2G1B,ENST00000308366
GMPPB,ENST00000308375
SLFN11,ENST00000394566
WDR49,ENST00000308378
CASP3,ENST00000308394
RNASEH2C,ENST00000308418
RLN2,ENST00000381627
AOC3,ENST00000308423
ANKRD13D,ENST00000511455
ATAD1,ENST00000308448
MUC4,ENST00000463781
DUSP13,ENST00000372700
LRRN3,ENST00000451085
RSF1,ENST00000308488
STOX2,ENST00000308497
CSPG4,ENST00000308508
CCAR2,ENST00000308511
APOBEC3F,ENST00000308521
SNX33,ENST00000308527
LYG1,ENST00000409448
MOCS1,ENST00000373186
TMOD3,ENST00000308580
SNUPN,ENST00000564644
ADRBK1,ENST00000308595
EVX2,ENST00000308618
SNTG2,ENST00000308624
RELA,ENST00000406246
APOBEC4,ENST00000308641
ATAD3B,ENST00000308647
ZNF699,ENST00000591998
BCL2L11,ENST00000393256
MARCH3,ENST00000308660
ATP2A2,ENST00000539276
ABCD2,ENST00000308666
LINGO2,ENST00000379992
PRKACA,ENST00000308677
OR7D4,ENST00000308682
ZNF622,ENST00000308683
PSMD1,ENST00000308696
ISX,ENST00000308700
SEZ6L2,ENST00000308713
AP1G2,ENST00000308724
BTK,ENST00000308731
NFYC,ENST00000425457
DHX37,ENST00000308736
ALG10B,ENST00000308742
NPFFR2,ENST00000308744
ASPHD1,ENST00000308748
KCTD13,ENST00000568000
RFWD2,ENST00000367669
TRMT112,ENST00000544844
DAG1,ENST00000545947
KDM2A,ENST00000529006
MUCL1,ENST00000308796
ZNF596,ENST00000398612
RHOD,ENST00000308831
ADCK5,ENST00000308860
LEP,ENST00000308868
RUNX3,ENST00000399916
EGFL7,ENST00000371699
GCSAM,ENST00000484193
CYP2W1,ENST00000308919
U2AF2,ENST00000308924
OR10H5,ENST00000308940
PHYHD1,ENST00000308941
MYEOV,ENST00000308946
NDUFA11,ENST00000418389
C11orf86,ENST00000308963
CCDC106,ENST00000586790
TLR10,ENST00000308973
TLR1,ENST00000308979
ACAD9,ENST00000308982
PTPN7,ENST00000309017
CKS1B,ENST00000308987
GOLIM4,ENST00000470487
BAD,ENST00000394532
UBXN2A,ENST00000309033
CTBP2,ENST00000309035
CEP290,ENST00000552810
REST,ENST00000309042
APITD1,ENST00000602787
PBLD,ENST00000358769
C12orf76,ENST00000309050
LCLAT1,ENST00000309052
ZHX3,ENST00000309060
DUS3L,ENST00000309061
C4orf21,ENST00000505019
PTMS,ENST00000309083
MRPS21,ENST00000369084
MRGPRF,ENST00000309099
MAP3K11,ENST00000309100
MRGPRD,ENST00000309106
TMEM9B,ENST00000534025
FAM192A,ENST00000309137
OR6M1,ENST00000309154
GRB7,ENST00000445327
NRIP3,ENST00000309166
P2RY14,ENST00000309170
GPR171,ENST00000309180
WDR81,ENST00000409644
NUDT18,
CAST,ENST00000395812
MXRA8,ENST00000309212
HFE,ENST00000357618
ZNF483,ENST00000309235
PPARGC1B,ENST00000309241
ETFB,ENST00000354232
TPT1,ENST00000530705
SCUBE2,ENST00000520467
EEF1A1,ENST00000316292
PPM1J,ENST00000309276
CHD6,ENST00000373233
XCR1,ENST00000309285
EHBP1L1,ENST00000309295
EEF2,ENST00000309311
PPP1R14B,ENST00000309318
C19orf70,ENST00000309324
SSSCA1,ENST00000309328
MRPL38,ENST00000309352
SOX5,ENST00000451604
FKBP2,ENST00000394540
BRSK1,ENST00000309383
KLRC4,ENST00000309384
MOB1B,ENST00000396051
OR5B3,ENST00000309403
SH3RF3,
VEGFB,ENST00000309422
CD3EAP,ENST00000309424
FAM134C,ENST00000309428
OR1S1,ENST00000309433
GRIK1,ENST00000399907
ANAPC10,ENST00000507656
KLF7,ENST00000309446
KIAA1239,ENST00000309447
MZT2A,ENST00000309451
ATG4D,ENST00000309469
NBPF12,
GSDMB,ENST00000418519
BRCA1,ENST00000471181
ZNF654,ENST00000309495
ADORA1,ENST00000367236
KRT3,ENST00000417996
RPGR,ENST00000378505
B4GALT2,ENST00000309519
HADH,ENST00000603302
CGGBP1,ENST00000398392
OLR1,ENST00000309539
LIME1,ENST00000309546
SUSD5,ENST00000309558
OR4B1,ENST00000309562
CHST2,ENST00000309575
CHD4,ENST00000357008
USMG5,ENST00000369825
MRP63,ENST00000309594
LRFN4,ENST00000309602
APTX,ENST00000379813
ECHDC1,ENST00000531967
OR1L1,ENST00000309623
PDE4D,ENST00000340635
RNF146,ENST00000368314
RCE1,ENST00000309657
PTPN2,ENST00000309660
LMAN1L,ENST00000309664
INHBC,ENST00000309668
OR10P1,ENST00000309675
KRT2,ENST00000309680
ZNF680,ENST00000309683
TMEM255A,ENST00000309720
GRAMD2,ENST00000309731
C4orf32,ENST00000309733
RIC3,ENST00000309737
RND1,ENST00000309739
IL20RB,ENST00000329582
KLHL3,ENST00000309755
HSPA6,ENST00000309758
TOPAZ1,ENST00000309765
ZMYND11,ENST00000397962
TMEM234,ENST00000309777
TRIM59,ENST00000309784
NARF,ENST00000309794
UTP23,ENST00000309822
STON1-GTF2A1L,ENST00000394754
EIF3F,ENST00000533626
STON1,ENST00000309835
SPIRE1,ENST00000409402
OR10A6,ENST00000309838
GSTM1,ENST00000309851
GGA2,ENST00000309859
GCC2,ENST00000309863
ABLIM3,ENST00000506113
IRF3,ENST00000601291
ADCY5,ENST00000462833
TIGD3,ENST00000309880
CD36,ENST00000435819
TCAP,ENST00000309889
ATP2A3,ENST00000359983
CA5A,ENST00000309893
FBXW8,ENST00000309909
TRMT10C,ENST00000309922
GPR148,ENST00000309926
SUGCT,ENST00000309930
DAW1,ENST00000309931
SEC22A,ENST00000309934
DAPL1,ENST00000309950
ACO1,ENST00000309951
CFLAR,ENST00000309955
CARKD,ENST00000309957
KLK10,ENST00000309958
CLOCK,ENST00000309964
GLE1,ENST00000309971
MPPE1,ENST00000588072
TPMT,ENST00000309983
MAL,ENST00000309988
MSL2,ENST00000309993
SPTBN2,ENST00000533211
SP3,ENST00000310015
ATP6V0A4,ENST00000310018
C1orf61,ENST00000368243
DSEL,ENST00000310045
RBM4B,ENST00000525754
HLTF,ENST00000310053
CYP2S1,ENST00000310054
TADA2B,ENST00000310074
AGFG1,ENST00000409979
CCDC96,ENST00000310085
RBM4,ENST00000409406
LIPT2,ENST00000310109
SNCB,ENST00000310112
PSMD2,ENST00000310118
LGI4,ENST00000310123
TFDP3,ENST00000310125
ATP8B3,ENST00000310127
KCNE3,ENST00000310128
MATK,ENST00000395045
RBM14,ENST00000310137
PSMC5,ENST00000310144
KLK6,ENST00000376851
FUT1,ENST00000310160
ZCCHC12,ENST00000310164
CHRNA9,ENST00000310169
CCS,ENST00000533244
CYP7B1,ENST00000310193
OR8S1,ENST00000310194
FADS6,ENST00000310226
INSM1,ENST00000310227
CCDC13,ENST00000310232
OR10AD1,ENST00000310248
TTLL3,ENST00000426895
ARV1,ENST00000310256
VANGL1,ENST00000355485
PPA2,ENST00000341695
ALAS1,ENST00000394965
TFDP2,ENST00000489671
PDE8A,ENST00000310298
LRCH4,ENST00000310300
SLC4A2,ENST00000485713
DPP10,ENST00000393147
CTSF,ENST00000310325
EIF4EBP3,ENST00000310331
NBEA,ENST00000400445
ARHGAP32,ENST00000310343
TBX5,ENST00000310346
CCDC14,ENST00000433542
C16orf91,ENST00000442039
GPRC6A,ENST00000310357
PARP15,ENST00000464300
GP6,ENST00000310373
XXYLT1,ENST00000310380
ARL10,ENST00000310389
CPED1,ENST00000310396
SNED1,ENST00000310397
AGR3,ENST00000310398
HHATL,ENST00000441594
CLTB,ENST00000310418
VCPIP1,ENST00000310421
TNKS,ENST00000310430
HCFC1,ENST00000310441
ZDHHC24,ENST00000310442
CASP2,ENST00000310447
NAA20,ENST00000334982
GPD2,ENST00000310454
PPP1R3B,ENST00000310455
CCDC74B,ENST00000310463
UCP2,ENST00000310473
SLC39A1,ENST00000368623
RFNG,ENST00000310496
MEPCE,ENST00000310512
CELF1,ENST00000532048
SPERT,ENST00000310521
SUGT1,ENST00000343788
DDX31,ENST00000372159
PHOSPHO1,ENST00000413580
SPSB4,ENST00000310546
PAAF1,ENST00000310571
SLC5A6,ENST00000310574
FAM131A,ENST00000383847
WNT5B,ENST00000397196
ZNHIT2,ENST00000310597
DCAKD,ENST00000452796
CYB561D1,ENST00000369868
SULT1B1,ENST00000310613
MRPL48,ENST00000310614
NEFH,ENST00000310624
CYP4A11,ENST00000310638
RAB6A,ENST00000310653
SPESP1,ENST00000310673
ADCY4,ENST00000310677
NBPF14,
JUP,ENST00000393931
TTC18,ENST00000310715
ZNF283,ENST00000324461
SZT2,ENST00000562955
TRAM1L1,ENST00000310754
ELMO1,ENST00000310758
MRPS22,ENST00000495075
HAP1,ENST00000347901
REP15,ENST00000310791
C11orf45,ENST00000310799
RASGRP1,ENST00000310803
MIS18BP1,ENST00000310806
MAPK10,ENST00000359221
ADAM17,ENST00000310823
ZBTB21,ENST00000310826
DCAF7,
CD300A,ENST00000360141
CD34,ENST00000310833
UGT8,ENST00000310836
DTD2,ENST00000310850
SLC25A30,ENST00000519676
IQCB1,ENST00000310864
ZNF621,ENST00000339296
MYO1H,ENST00000310903
IQCF1,ENST00000310914
EVC2,ENST00000344408
TBC1D16,ENST00000310924
SLCO2A1,ENST00000310926
HDLBP,ENST00000391975
SLCO4C1,ENST00000310954
CDC20,ENST00000372462
CCPG1,ENST00000442196
DPY19L1,ENST00000310974
SFT2D3,ENST00000310981
TMEM52,ENST00000310991
KLF14,ENST00000310992
TTLL9,ENST00000375938
MRPL11,ENST00000310999
SPNS1,ENST00000311008
ZNF738,
MADD,ENST00000311027
NPAS4,ENST00000311034
MOBP,ENST00000383754
NAV2,ENST00000396087
ZNF497,ENST00000311044
ZNF431,ENST00000311048
CARHSP1,ENST00000396593
PCP2,ENST00000311069
MUC13,
CSRP2,ENST00000311083
DMXL1,ENST00000311085
DNAL1,ENST00000553645
PARL,ENST00000317096
GPR151,ENST00000311104
PCSK1,ENST00000311106
RPL38,ENST00000311111
C10orf76,ENST00000370033
SLC19A1,ENST00000311124
HEG1,ENST00000311127
DENND6A,ENST00000311128
PPP2R1B,ENST00000311129
P2RY2,ENST00000311131
ACOT1,ENST00000311148
DPYSL2,ENST00000311151
TNS3,ENST00000398879
SLC29A2,ENST00000357440
VN1R4,ENST00000311170
FCHSD2,ENST00000409418
HOXB9,ENST00000311177
PDE12,ENST00000311180
B3GNT1,ENST00000311181
HRAS,ENST00000451590
LRCH1,ENST00000389797
DNAH12,ENST00000311202
KRT17,ENST00000311208
ZNF706,ENST00000520347
GLUL,ENST00000311223
CD84,ENST00000311224
TEAD2,ENST00000598810
INTS6,ENST00000311234
GPR162,ENST00000311268
MARCH10,ENST00000311269
MAP9,ENST00000311277
AKT2,ENST00000392038
ABCC12,ENST00000311303
TTC9B,ENST00000311308
RIN1,ENST00000311320
LPL,ENST00000311322
CD248,ENST00000311330
ZNF624,ENST00000311331
GNPDA1,ENST00000508177
HERPUD2,ENST00000396081
LSM1,ENST00000311351
OR52W1,ENST00000311352
RFESD,ENST00000458310
WFIKKN2,ENST00000311378
ARHGAP12,ENST00000344936
C6orf203,ENST00000443043
MUM1,ENST00000344663
ZBTB4,ENST00000311403
HPSE,ENST00000405413
RNF26,ENST00000311413
ZMAT3,ENST00000311417
PIK3R6,
ZNF490,ENST00000311437
SLC22A8,ENST00000336232
CNIH2,ENST00000311445
PLAC8L1,ENST00000311450
REC8,ENST00000311457
COQ2,ENST00000311469
RAB1B,ENST00000311481
RAG2,ENST00000311485
HMGA1,ENST00000447654
RABL6,ENST00000371663
METTL2A,ENST00000311506
PLAC8,ENST00000426923
GPR113,ENST00000311519
DBI,ENST00000542275
RPL13,ENST00000393099
ISCA1,ENST00000375991
CSGALNACT1,ENST00000454498
CYLD,ENST00000427738
PPARD,ENST00000311565
FGFBP3,ENST00000311575
EDN3,ENST00000337938
OR9Q2,ENST00000311591
MLC1,ENST00000311597
PRR5L,ENST00000378867
SH3PXD2B,ENST00000311601
LSP1,ENST00000381775
ANKS4B,ENST00000311620
C4orf26,ENST00000435974
HOXB3,ENST00000470495
FBXO45,ENST00000311630
FBXO31,ENST00000311635
ATP9A,ENST00000338821
THAP6,ENST00000311638
UBQLN3,ENST00000311659
C1QTNF1,ENST00000339142
FAM21D,
TNK1,ENST00000576812
ADPGK,ENST00000311669
UQCRH,ENST00000311672
RBFOX1,ENST00000311745
HIGD2B,
TRHR,ENST00000518632
ZNF408,ENST00000311764
PDP2,ENST00000311765
FAM170B,ENST00000311787
SSX5,ENST00000311798
OXSR1,ENST00000311806
SNX31,ENST00000311812
AQP1,ENST00000311813
RNF32,ENST00000405335
COMMD1,ENST00000311832
MMP14,ENST00000311852
SLC22A13,ENST00000311856
PRG2,ENST00000311862
FAM71D,ENST00000311864
ZC3HC1,ENST00000358303
C17orf66,ENST00000311880
HSPB7,ENST00000311890
MRPL52,ENST00000355151
ISCU,ENST00000311893
ERCC4,ENST00000311895
F2,ENST00000311907
C12orf66,ENST00000398055
C10orf2,ENST00000311916
ZNF507,ENST00000311921
TRIB1,ENST00000311922
MOS,ENST00000311923
CCL19,ENST00000311925
SCFD1,ENST00000458591
NIPAL4,ENST00000311946
ABRA,ENST00000311955
ARHGAP1,ENST00000311956
GLS2,ENST00000311966
TAF15,ENST00000588240
GAL3ST3,ENST00000312006
USP36,ENST00000542802
GOLGA6L2,
ZNF417,ENST00000312026
RPS14,ENST00000401695
ATG13,ENST00000528494
MEN1,ENST00000337652
URI1,ENST00000542441
CKAP5,ENST00000529230
CTU2,ENST00000453996
WHSC1,ENST00000382895
CATSPER1,ENST00000312106
CPT1B,ENST00000360719
CST6,ENST00000312134
CMKLR1,ENST00000312143
KRT25,ENST00000312150
NFE2,ENST00000540264
NLRP6,ENST00000312165
BANF1,ENST00000312175
CDRT4,
TMEM70,ENST00000312184
PHF19,ENST00000373896
MSL3,ENST00000312196
FAM63A,ENST00000361738
MCTP1,ENST00000515393
SLC22A18,ENST00000380574
GLIS1,ENST00000312233
EIF1AD,ENST00000312234
HP1BP3,ENST00000312239
OR5M3,ENST00000312240
NAGPA,ENST00000312251
OR5R1,ENST00000312253
DCAF6,ENST00000367840
C3orf55,ENST00000449199
PMP22,ENST00000395938
STX16,ENST00000371141
C9orf131,ENST00000312292
FOLR1,ENST00000393679
RTP1,ENST00000312295
OR5J2,ENST00000312298
DNAJB5,ENST00000453597
OR10AG1,ENST00000312345
FNDC9,ENST00000312349
KCNK10,ENST00000319231
PFKM,ENST00000340802
SPEG,ENST00000312358
AMZ1,ENST00000312371
RACGAP1,ENST00000434422
TBC1D10C,ENST00000312390
LAS1L,ENST00000374811
SART1,ENST00000312397
PGA5,ENST00000312403
CAMSAP1,ENST00000389532
CLCN6,ENST00000346436
POLD4,ENST00000312419
OR4S2,ENST00000312422
SWSAP1,ENST00000312423
DNAH7,ENST00000312428
CLCF1,ENST00000312438
GLIPR1L1,ENST00000312442
GPR152,ENST00000312457
FGF5,ENST00000312465
MRPL46,ENST00000312475
HOXC5,ENST00000312492
PEAK1,ENST00000560626
KIAA0825,ENST00000329378
RMI2,ENST00000312499
VWC2L,ENST00000312504
PRM1,ENST00000312511
MRPL45,ENST00000312513
DRAP1,ENST00000312515
NR1D2,ENST00000312521
B3GAT1,ENST00000524765
BTN2A1,ENST00000312541
CHMP2A,ENST00000600118
PODN,ENST00000312553
KIAA1551,ENST00000312561
FOSL1,ENST00000312562
GTF2IRD2B,ENST00000312575
CCDC85B,ENST00000312579
TNFRSF10D,ENST00000312584
PABPC5,ENST00000312600
OR52I2,ENST00000312614
RPS6KB2,ENST00000312629
FAM174A,ENST00000312637
CD7,ENST00000312648
YPEL2,ENST00000312655
ENTPD2,ENST00000355097
LPP,ENST00000312675
TNP2,ENST00000312693
OR8K3,ENST00000312711
HS3ST5,ENST00000312719
GUK1,ENST00000366728
TCHP,ENST00000312777
AURKA,ENST00000395909
C1orf167,
SH3D21,ENST00000453908
TMEM168,ENST00000312814
RNF152,ENST00000312828
RNF166,ENST00000312838
HR,ENST00000381418
LSMEM1,ENST00000312849
MED25,ENST00000312865
GJC3,ENST00000312891
CCDC147,ENST00000369704
ZNF585B,ENST00000532828
KDM3A,ENST00000409556
AGGF1,ENST00000312916
PNPLA1,ENST00000394571
SEC14L2,ENST00000312932
ZBTB11,ENST00000312938
KCNRG,ENST00000312942
DOK3,ENST00000357198
JAM2,ENST00000400532
SIAH2,ENST00000312960
KRI1,ENST00000312962
TUBA3E,ENST00000312988
PPP1CA,ENST00000312989
EXD2,ENST00000409018
BACE1,ENST00000313005
PRCP,ENST00000393399
OR8H1,ENST00000313022
PARP10,ENST00000313028
OR5T1,ENST00000313033
LAIR1,ENST00000391742
ZNF227,ENST00000313040
PTH1R,ENST00000313049
OGFOD3,ENST00000329197
CADPS2,ENST00000449022
FOXG1,ENST00000382535
GPR137,ENST00000411458
CYFIP1,ENST00000313077
RHBDF2,ENST00000313080
HMHA1,ENST00000539243
ATOX1,ENST00000524142
ZNF41,ENST00000377065
SRSF7,ENST00000313117
UTS2R,ENST00000313135
DVL3,ENST00000313143
ISG20L2,ENST00000313146
C7,ENST00000313164
HOXD8,ENST00000313173
VWA9,ENST00000420799
PFN4,ENST00000313213
CHMP7,ENST00000397677
FBXL13,ENST00000313221
KRT80,ENST00000394815
TMEM25,ENST00000313236
PHF21B,ENST00000313237
MAK,ENST00000313243
TRIP10,ENST00000313285
SLC29A1,ENST00000393841
OR4D11,ENST00000313253
OR5T2,ENST00000313264
GRINA,ENST00000313269
TACC3,ENST00000313288
CCDC79,
C5orf64,ENST00000505642
SPAG6,ENST00000376624
FAM220A,ENST00000313324
BTF3L4,ENST00000313334
NEUROG2,ENST00000313341
SERTAD2,ENST00000313349
PUF60,ENST00000526683
OSBPL3,ENST00000313367
TAF7,ENST00000313368
MLXIPL,ENST00000313375
PDE4DIP,ENST00000369356
RMND5B,ENST00000515098
CDK5R1,ENST00000313401
CDKN1C,ENST00000414822
CD6,ENST00000313421
C20orf197,ENST00000313426
RPA2,ENST00000373912
ZNF135,ENST00000401053
OR8K5,ENST00000313447
SH2D4B,ENST00000339284
C8orf82,ENST00000524821
NDUFS8,ENST00000313468
OR8H3,ENST00000313472
TRPM7,ENST00000313478
MPRIP,ENST00000395811
PITPNA,ENST00000313486
OR8H2,ENST00000313503
TUFM,ENST00000313511
THAP5,ENST00000415914
SUV39H2,ENST00000354919
DNAJC25,ENST00000313525
GIMAP7,ENST00000313543
POC1B,ENST00000313546
CHDC2,ENST00000313548
ING5,ENST00000313552
OR5AS1,ENST00000313555
ZNF821,ENST00000425432
AQP11,ENST00000313578
NFKBIB,ENST00000313582
GMPPA,ENST00000358215
CD163L1,ENST00000313599
MRPS23,ENST00000313608
MCMDC2,ENST00000422365
EPSTI1,ENST00000313640
FZR1,ENST00000395095
DSCC1,ENST00000313655
C2CD3,ENST00000313663
ARHGEF2,ENST00000361247
COL26A1,ENST00000397927
PNMAL1,ENST00000313683
ACAD10,ENST00000455480
EBF1,ENST00000313708
ST5,ENST00000534127
ZDHHC7,ENST00000564466
OSBPL2,ENST00000313733
NOS2,ENST00000313735
FAM20C,ENST00000313766
FUZ,ENST00000313777
DALRD3,ENST00000341949
RCAN1,ENST00000313806
FBXO34,ENST00000313833
GPR89A,ENST00000313835
LRRC48,ENST00000313838
STX4,ENST00000313843
FAM216B,ENST00000537894
LIMCH1,ENST00000313860
MKS1,ENST00000393119
AKAP17A,ENST00000313871
HNRNPD,ENST00000313899
TRDMT1,ENST00000377799
OR5AN1,ENST00000313940
RGS5,ENST00000530507
C2orf57,ENST00000313965
B3GALNT2,ENST00000366600
ZNF436,ENST00000314011
C12orf54,ENST00000314014
BHLHA15,ENST00000609256
UCP3,ENST00000314032
DLG1,ENST00000346964
GLTSCR1L,ENST00000314073
ANKRD62,ENST00000587848
HIST1H2AC,ENST00000602637
CTAGE9,ENST00000314099
BTBD9,ENST00000481247
CHAF1B,ENST00000314103
HTR1D,ENST00000374619
RELL1,ENST00000454158
AKAP1,ENST00000337714
STAT2,ENST00000314128
COX8A,ENST00000314133
SLC35C1,ENST00000314134
ANP32E,ENST00000314136
RPL27A,ENST00000314138
CCT6B,ENST00000314144
CLEC18C,ENST00000569347
GPR89B,ENST00000314163
GAK,ENST00000314167
PRKDC,
BBS12,ENST00000542236
PHLDA2,ENST00000314222
ZNF575,ENST00000314228
KCNMB3,ENST00000314235
TENC1,ENST00000314276
SLC2A2,ENST00000314251
MRGPRX4,ENST00000314254
KIAA0195,ENST00000314256
OR4C6,ENST00000314259
SENP7,ENST00000394095
NOP14,ENST00000416614
DEFB104A,ENST00000314265
RNF4,ENST00000511600
SPECC1L,ENST00000314328
C9orf139,ENST00000314330
HIST1H2BC,ENST00000314332
AGTRAP,ENST00000314340
TIMM50,ENST00000314349
CKS2,ENST00000314355
KDM3B,ENST00000314358
CBWD1,ENST00000356521
C19orf18,ENST00000314391
DPM2,ENST00000314392
ZHX2,ENST00000314393
DNAJC28,ENST00000314399
C3orf17,ENST00000314400
CD300LB,
MTMR10,ENST00000435680
FUT7,ENST00000314412
CIRH1A,ENST00000314423
ZMYM3,ENST00000353904
LILRB2,ENST00000391749
SAMD4B,ENST00000314471
TMEM136,ENST00000314475
IGSF8,ENST00000368086
GLI2,ENST00000452319
CSRNP3,ENST00000314499
HTR4,ENST00000360693
MKRN3,ENST00000314520
SUMO2,ENST00000420826
PALM2,ENST00000314527
ZNF620,ENST00000314529
ZNF77,ENST00000314531
TPD52L3,ENST00000344545
MITF,ENST00000352241
CDPF1,ENST00000314567
YES1,ENST00000584307
HCLS1,ENST00000314583
SLC12A8,ENST00000393469
EXOC3L1,ENST00000314586
POLR2B,ENST00000381227
FARSA,ENST00000314606
ZMYM4,ENST00000314607
OR4P4,ENST00000314612
SUPT6H,ENST00000314616
NSUN3,ENST00000314622
OR4C16,ENST00000314634
DHFRL1,ENST00000394221
BVES,ENST00000314641
OR4C15,ENST00000314644
DNM2,ENST00000389253
PFAS,ENST00000314666
FHAD1,
SLC13A2,ENST00000444914
KCNH6,ENST00000583023
SNX14,ENST00000314673
HBS1L,ENST00000367837
UBXN11,ENST00000374222
ZNF619,ENST00000447116
C9orf64,ENST00000376344
OR4A15,ENST00000314706
TCEANC,ENST00000314720
OR4A16,ENST00000314721
SAMD12,ENST00000314727
EPN2,ENST00000314728
LINS,ENST00000314742
NEUROG1,ENST00000314744
RECQL,ENST00000444129
SULT1A1,ENST00000395609
CD55,ENST00000314754
TTC12,ENST00000529221
WDR75,ENST00000314761
PINX1,ENST00000314787
COPG1,ENST00000314797
SH2D3C,ENST00000314830
PLD5,ENST00000536534
IMP3,ENST00000314852
TLN1,ENST00000314888
ANXA2R,ENST00000314890
LPCAT4,ENST00000314891
OR10K2,ENST00000314902
GARNL3,ENST00000373387
BDNF,ENST00000438929
PENK,ENST00000314922
C1QB,ENST00000314933
HNRNPA0,ENST00000314940
PRIMPOL,ENST00000314970
LGALS7B,ENST00000314980
EXD1,ENST00000314992
CENPBD1,ENST00000314994
DBF4B,ENST00000315005
EXOC3,ENST00000512944
MARK2,ENST00000402010
GPR88,ENST00000315033
GRIN1,ENST00000371553
TNIP1,ENST00000389378
OAZ3,ENST00000321531
TRIM41,ENST00000315073
RHOT2,ENST00000315082
ST8SIA5,ENST00000315087
STX19,ENST00000315099
EDC3,ENST00000315127
RAB43,ENST00000315150
PRSS50,ENST00000460241
ARHGEF11,ENST00000368194
TNRC6A,ENST00000395799
FAM71F1,ENST00000315184
SERTM1,ENST00000315190
C12orf42,ENST00000378113
STK33,ENST00000447869
TMEM132C,
RNASEH1,ENST00000315212
GPR124,ENST00000412232
CALML3,ENST00000315238
CHDH,ENST00000315251
DIXDC1,ENST00000529225
KIF26A,ENST00000423312
MMP1,ENST00000315274
SPAST,ENST00000315285
CCDC43,ENST00000315286
RTKN2,ENST00000373789
RABL5,ENST00000315322
FZD2,ENST00000315323
CLEC1A,ENST00000315330
SSTR2,ENST00000357585
ARSJ,ENST00000315366
PLEKHF2,ENST00000315367
ANAPC4,ENST00000315368
RPS6,ENST00000380394
PLXDC1,ENST00000315392
CCDC114,ENST00000315396
OR11H4,ENST00000315409
TNIP2,ENST00000315423
ZNF487,
WSB2,ENST00000315436
OR2A4,ENST00000315453
GCSH,ENST00000315467
ZNF354C,ENST00000315475
USP20,ENST00000315480
ODF3L2,ENST00000315489
MPP4,ENST00000409474
MAP3K19,ENST00000375845
OR11H6,ENST00000315519
AQP6,ENST00000315520
OR4K17,ENST00000315543
CNOT4,ENST00000541284
CDC42,ENST00000344548
RRP12,ENST00000370992
MRPL1,ENST00000315567
LDLRAD3,ENST00000315571
EMR2,ENST00000315576
NCAPD2,ENST00000315579
ARL6IP4,ENST00000454885
MED29,ENST00000315588
PDS5B,ENST00000315596
ACRV1,ENST00000533904
NEURL4,ENST00000399464
RPUSD2,ENST00000315616
ELMOD3,ENST00000315658
