#GENE	SYN_GERP
RPL22L1	-0.35466666666666674
EIF5A2	0.8757941176470587
SLC2A2	-1.0744335797665368
TNIK	-0.19779725557461406
PLD1	-1.79995495215311
TMEM212	-1.8409417475728154
FNDC3B	-1.6357314847942757
GHSR	0.913271
TNFSF10	-1.3602918367346937
NCEH1	-1.7256548648648653
ECT2	0.3952657824933687
SPATA16	-0.31886184834123227
NLGN1	1.1658493297587131
NAALADL2	-0.28761735294117646
TBL1XR1	0.8278533936651585
KCNMB2	-0.24124000000000007
ZMAT3	-0.1398525547445255
PIK3CA	0.9812300254452926
KCNMB3	-1.8642678571428575
ZNF639	-1.2156545454545453
MFN1	0.3294359666666667
GNB4	-1.32854
ACTL6A	-0.19385159574468083
MRPL47	-1.1712696969696967
NDUFB5	-0.19711704545454548
USP13	-0.3629940547945206
PEX5L	-0.6505894927536232
TTC14	0.615238731884058
CCDC39	-0.3697377777777778
FXR1	2.521374612546125
DNAJC19	2.415125
SOX2	2.2648634730538926
ATP11B	0.7194768115942028
DCUN1D1	3.0371734177215184
MCCC1	-2.0590246913580246
LAMP3	-1.7632296137339054
MCF2L2	-0.5671376126126126
B3GNT5	-2.774613043478261
KLHL6	-1.0686698529411764
KLHL24	-0.009284031007751908
YEATS2	-1.1586470277410832
MAP6D1	-0.7792853846153847
PARL	-0.4009494444444445
ABCC5	-0.44723584070796457
HTR3D	0.3781916455696202
HTR3C	-0.7451622727272728
HTR3E	-0.10113510373443983
EIF2B5	-0.3142046470588236
DVL3	-0.2830115068493151
AP2M1	1.0676751351351352
ABCF3	-0.7215498559077809
VWA5B2	-0.9469450702426566
ALG3	0.18699875
ECE2	-0.39277735981308404
CAMK2N2	2.3096249999999996
PSMD2	-0.34761862144420136
EIF4G1	0.2299733136792453
FAM131A	0.43857331775700925
CLCN2	-0.4798807738095238
POLR2H	0.21727096774193552
THPO	0.5770189655172414
CHRD	0.01667380136986301
EPHB3	-0.5925844259259259
MAGEF1	-0.21598571428571434
VPS8	-0.7635230228471002
C3orf70	-1.5871803738317756
EHHADH	-1.2853863247863246
MAP3K13	-1.5763133971291863
TMEM41A	-0.6501520075187969
LIPH	-1.5320106951871657
SENP2	1.3575194957983192
IGF2BP2	0.6614794584837546
TRA2B	1.14927972027972
ETV5	0.4679190283400808
DGKG	-0.30431356932153386
CRYGS	-0.29839705882352946
TBCCD1	-0.4810666403162056
DNAJB11	0.45163758389261754
AHSG	-2.0308475728155337
FETUB	-1.3336020000000002
HRG	-1.3856334375
KNG1	-0.5465683823529413
EIF4A2	2.3111662576687118
RFC4	-0.21162899408284022
ADIPOQ	-0.9594448818897638
ST6GAL1	-0.8105242603550296
RPL39L	0.3074705882352941
RTP1	0.4274102564102562
MASP1	-0.687882882882883
RTP4	-1.3331822429906544
SST	1.0590809523809523
RTP2	0.6427494949494947
BCL6	-0.6516593939393939
LPP	-1.4849964179104478
TPRG1	-0.4037516393442623
TP63	0.27504098360655743
LEPREL1	-0.20888078078078076
CLDN1	0.41255545454545445
CLDN16	-0.46272012987012995
TMEM207	-0.861638961038961
IL1RAP	-0.3149593103448276
GMNC	0.972865306122449
OSTN	0.37308571428571424
UTS2B	-0.54658
CCDC50	-0.24267111111111106
FGF12	2.051314035087719
MB21D2	-0.8179943127962085
HRASLS	-0.800583108108108
ATP13A5	-0.5988413207547171
ATP13A4	-0.4318004323308271
OPA1	-0.42184388297872333
HES1	0.9759687116564418
CPN2	-1.0136529209621992
LRRC15	-1.0751023569023568
GP5	-1.238824924924925
ATP13A3	0.053496037735849065
TMEM44	-1.053585283018868
LSG1	-1.7846832713754646
FAM43A	0.6986176954732509
XXYLT1	0.08767549019607845
ACAP2	0.43108874172185424
PPP1R2	0.5734208333333336
APOD	-1.7648390804597698
MUC20	-0.6313463282937365
MUC4	-0.7330723130091336
TNK2	-0.9313934504792332
TFRC	-0.9202739002932552
ZDHHC19	-1.0595413294797686
SLC51A	-0.8887424083769633
PCYT1A	0.12725668789808914
TCTEX1D2	-0.34339152542372875
TM4SF19	0.34035991935483867
UBXN7	1.3440229611650487
RNF168	-1.0464131818181819
SMCO1	-0.3259727272727273
WDR53	-0.4359175757575758
FBXO45	1.9066351351351352
NRROS	-1.3035526455026456
PIGX	-0.3293096
CEP19	0.39144596153846145
PAK2	-0.10220043478260865
SENP5	1.3078509782608694
NCBP2	0.09467936507936514
PIGZ	-1.0658532432432433
MFI2	-0.8990419059405941
DLG1	1.6861523155216285
BDH1	-0.8219312138728323
KIAA0226	0.044050835214446964
FYTTD1	1.3501074829931974
LRCH3	0.4463523529411764
IQCG	-1.6904004195804196
RPL35A	0.6125555555555557
LMLN	-0.6368929712460063
ZNF732	-0.40838057591623045
ZNF141	-0.5756132450331124
ZNF721	-0.8378031847133758
PIGG	-2.640018093385214
PDE6B	-1.3530651246537395
ATP5I	-0.7965625000000001
MYL5	-1.4298076470588237
MFSD7	-1.3395584958217268
PCGF3	-1.1999529411764704
CPLX1	-0.9127857142857143
GAK	-2.8090438067349925
TMEM175	-1.4451340206185568
DGKQ	-1.683833873873874
SLC26A1	-1.4491537472283815
IDUA	-2.088738481012658
FGFRL1	-1.661145
RNF212	-1.5491969230769231
SPON2	-2.266341595744681
CTBP1	-1.864852479338843
MAEA	-1.4466648044692736
UVSSA	-2.680507194029851
CRIPAK	-0.536236
FAM53A	-1.8093369915254236
SLBP	-2.6604073394495407
TMEM129	-0.7739389423076923
TACC3	-3.259967703349282
FGFR3	-0.7256483731019523
LETM1	-1.9560125348189417
WHSC1	-2.5433435075885327
NELFA	-2.176071474358974
C4orf48	0.1187150537634408
NAT8L	0.6110645502645502
POLN	-0.8561170025
HAUS3	0.3725321052631579
MXD4	0.5517257009345795
ZFYVE28	-2.0914807456140347
RNF4	-1.7793694117647065
FAM193A	-2.7203912099644127
TNIP2	-1.8728754901960785
SH3BP2	-1.8491551612903223
ADD1	-1.7127715633423182
MFSD10	-1.3154513157894736
NOP14	-3.2571304469273743
GRK4	-1.9626090047393359
HTT	-2.747584961089494
MSANTD1	1.2972391304347826
RGS12	-2.4993069699042403
HGFAC	-0.9584397297297299
DOK7	-1.2154670588235295
LRPAP1	-1.092858333333333
ADRA2C	0.5438623825503356
OTOP1	-1.464283950617284
TMEM128	-2.730893220338983
LYAR	-3.351440743801653
ZBTB49	-4.4839495268138805
STX18	-0.6355689922480618
MSX1	0.31709547738693467
CYTL1	-1.3744770270270272
STK32B	-1.7979327272727275
C4orf6	-0.395386976744186
EVC2	-2.0736856783919597
EVC	-1.9208348936170214
CRMP1	-0.9357025210084035
JAKMIP1	-0.5900879056047198
WFS1	-0.4883881838074398
PPP2R2C	-0.7439774725274726
MAN2B2	-1.6239855027422305
MRFAP1	-0.8896982142857143
S100P	-1.3251333333333333
MRFAP1L1	-1.036438
BLOC1S4	-1.3522475409836068
KIAA0232	-2.0728169877408056
TBC1D14	-1.9520892691029903
CCDC96	-1.082277091633466
TADA2B	-1.778755191256831
GRPEL1	-2.4467347368421053
SORCS2	-0.7866933227344992
PSAPL1	-1.5720975478927202
AFAP1	-2.8125657393483707
ABLIM2	-0.8861315068493151
SH3TC1	-1.235515731874145
HTRA3	-0.7412566801619435
ACOX3	-2.5770184806629834
TRMT44	-2.5400928961748632
GPR78	-0.6832868312757202
CPZ	-1.273643897280967
HMX1	0.055186260162601655
USP17L13	0.021959915611814342
USP17L10	-0.08604255319148936
USP17L11	0.0
USP17L17	-0.1653008474576271
USP17L18	-0.12003813559322032
USP17L19	-0.13329324894514766
USP17L22	-0.2194576271186441
USP17L24	-0.5011322033898304
USP17L26	-0.07632203389830508
USP17L5	-0.1536101694915254
USP17L28	-0.6284266949152542
USP17L29	-0.5941262711864407
DEFB131	-0.09695000000000001
SLC2A9	-1.8334710344827585
DRD5	-0.2840260330578512
WDR1	-1.7590071174377222
ZNF518B	-4.582299821826281
CLNK	-1.594010759493671
HS3ST1	-0.37650340136054417
RAB28	1.6476352941176469
NKX3-2	-0.5329950000000002
BOD1L1	-2.4044362123923078
CPEB2	1.2167789446366781
C1QTNF7	-1.0831395833333333
CC2D2A	-2.1532667655786346
FBXL5	0.7073464855072463
FAM200B	-0.3571445833333333
BST1	-0.9266504026845638
CD38	-1.7031058870967744
FGFBP1	-2.0334019230769234
FGFBP2	-1.1623080357142856
PROM1	-2.464359279778393
TAPT1	-0.5478416115702479
LDB2	0.6762253246753248
QDPR	-1.6873777777777776
CLRN2	-0.9103220338983051
LAP3	-2.057531114624506
MED28	-2.6042614457831323
FAM184B	-1.3198759325842693
DCAF16	0.6205942857142859
NCAPG	-0.044957642679900815
LCORL	3.4981311832061066
SLIT2	-1.4316079810725553
PACRGL	-1.6068070175438596
KCNIP4	0.9847858695652173
GPR125	-2.691521647819063
PPARGC1A	2.7357598214285717
DHX15	1.5914577456647399
SOD3	-0.4514457746478873
CCDC149	-1.22805
LGI2	-0.7271904761904762
SEPSECS	0.36878337777777775
PI4K2B	-0.10269123711340207
ZCCHC4	-0.6094832804232805
ANAPC4	-0.6274238532110091
SLC34A2	-1.089451461988304
SEL1L3	-1.2667034068136274
SMIM20	0.7932387096774193
RBPJ	0.5863412280701755
CCKAR	-0.5126904306220096
TBC1D19	1.2716584513274336
STIM2	-1.5348766871165642
PCDH7	0.6595039494470775
ARAP2	-0.6128233384853168
DTHD1	-0.16069523809523806
KIAA1239	-1.89710522696011
C4orf19	-2.8639642857142857
RELL1	-2.516165714285714
PGM2	-1.7919791338582678
TBC1D1	-2.4627974210526316
PTTG2	-0.3338004210526315
KLF3	-2.913392771084337
TLR10	-0.30846931034482755
TLR1	-0.6110335766423358
TLR6	-0.6288579710144927
FAM114A1	-1.417336426966292
TMEM156	-0.3414293577981651
KLHL5	0.31444324483775804
WDR19	-0.8676889074074075
RFC1	-0.3381457589285715
KLB	-1.78385409978308
RPL9	-1.1533036144578312
LIAS	-0.6628465116279069
UGDH	-0.7575599074074075
SMIM14	1.6098478260869564
UBE2K	2.592582954545455
PDS5A	1.163756712406015
N4BP2	-0.043865864106351495
RHOH	-1.4293730337078652
CHRNA9	-0.8169633663366336
RBM47	-0.14494910691823928
NSUN7	-1.0163525316455695
APBB2	-1.4710990960451975
UCHL1	-0.45142857142857135
LIMCH1	-0.7026997634408603
PHOX2B	0.022039701570680602
TMEM33	0.6733585585585588
DCAF4L1	-0.14732020725388606
SLC30A9	0.43480773076923085
BEND4	-0.268504456928839
SHISA3	-1.0884824427480915
ATP8A1	-1.1366724199999998
GRXCR1	-1.8841503999999998
KCTD8	0.40835008474576273
YIPF7	-0.5977937499999999
GUF1	0.5263647194719472
GNPDA2	0.3787116666666667
GABRG1	-1.2251915343915343
GABRA2	-0.5285656060606061
COX7B2	-0.9468823529411765
GABRA4	-0.48986217228464424
GABRB1	0.37261809090909087
COMMD8	-0.45649253731343287
ATP10D	-1.2385866028708135
CORIN	-1.6968284057971013
NFXL1	-0.40322280423280427
NIPAL1	-0.9473841025641024
CNGA1	-0.6926470818505339
TXK	-2.1660844999999997
TEC	-1.8265240343347635
SLAIN2	1.5323417475728156
SLC10A4	-1.185253764705882
ZAR1	-0.8761021052631579
FRYL	-1.05969873037272
OCIAD1	1.530573883495146
OCIAD2	-1.2563720588235292
CWH43	-1.2759630061349692
DCUN1D4	1.6931096969696968
LRRC66	-1.9100883905013188
SGCB	-2.7016804687500002
SPATA18	-1.1509252136752137
USP46	-0.8633333333333334
RASL11B	-0.8081652892561985
SCFD2	-1.2607864044943822
FIP1L1	0.37655172262773745
LNX1	-1.374154054054054
CHIC2	1.5754050000000002
GSX2	-0.16014228571428576
PDGFRA	-2.083384255319149
KIT	-2.596679927400468
KDR	-1.0587870016750418
SRD5A3	-1.1541049363057325
TMEM165	-1.8294387005649717
CLOCK	0.24426704871060165
PDCL2	1.894718309859155
NMU	0.2941898734177215
EXOC1	-0.8073884319526627
CEP135	-0.3196502020202019
KIAA1211	-2.661851697478992
AASDH	-0.7263853878406707
PPAT	-0.7161480851063831
PAICS	-0.09250108108108114
SRP72	0.23532230215827338
ARL9	-0.019998148148148154
THEGL	-1.333590675675676
HOPX	0.17230434782608697
SPINK2	-0.8265170731707319
REST	-2.190990891719745
NOA1	-0.6055236702997276
POLR2B	-0.8197793829787234
IGFBP7	0.5905235329341317
LPHN3	-0.15327351515151513
TECRL	-0.29485684931506856
EPHA5	1.0394302521008403
CENPC	0.48692275482093655
STAP1	-0.14477398230088487
UBA6	1.0929805152224823
GNRHR	-0.5600671428571429
TMPRSS11D	-0.785418134715026
TMPRSS11A	-0.7616833333333333
TMPRSS11F	-0.8241313513513514
TMPRSS11B	-1.6742647727272726
YTHDC1	1.6654640138408305
TMPRSS11E	-0.7047957219251336
UGT2B17	-1.0089017703349281
UGT2B15	-0.6754519248826292
UGT2A3	-2.4457242009132423
UGT2B7	-1.216870422535211
UGT2B11	-0.6170137735849057
UGT2B28	-1.0470232558139536
UGT2B4	-1.3732482300884954
UGT2A2	-0.5709978026905829
UGT2A1	-1.044743041958042
SULT1B1	-1.2639413461538462
SULT1E1	-0.9943663366336633
CSN1S1	-0.4451779411764705
CSN2	-0.971946218487395
STATH	-1.3925384615384617
HTN3	-0.7857058823529411
HTN1	-0.4295625
C4orf40	-1.4220263888888889
ODAM	-0.7670984962406016
FDCSP	-0.7719476190476191
CSN3	-0.4224463917525773
CABS1	-0.658947619047619
SMR3A	-1.1793946808510638
SMR3B	-0.3923581818181818
PROL1	-0.9474706458333332
MUC7	-0.6691378378378379
AMTN	-0.5486885245901637
AMBN	-0.21753872340425523
ENAM	-0.00854867075664621
IGJ	-0.7152326562500001
UTP3	-1.1135984536082473
RUFY3	0.7302883817427387
GRSF1	-0.3905874369747899
MOB1B	0.596593023255814
DCK	0.7555824175824175
SLC4A4	-0.3999830897703549
GC	-1.9961675520361988
NPFFR2	-1.0996802369668246
ADAMTS3	-0.8683575936883628
COX18	-1.2737935828877005
ANKRD17	2.1108479897058823
ALB	-1.8774073966942149
AFP	-1.8210701298701297
AFM	-1.1844729468599033
RASSF6	-0.22506249999999997
IL8	-0.8821642857142857
CXCL6	-1.2432444444444444
PF4V1	-1.4540384615384618
CXCL1	-1.221023076923077
PF4	-1.1493037735849059
PPBP	-0.5732631578947369
CXCL5	-1.053517741935484
CXCL3	-0.8647095238095238
CXCL2	-0.9968484375
MTHFD2L	-1.1877947976878616
EPGN	-0.4958030303030303
EREG	-1.7020106849315069
AREG	-0.736707619047619
BTC	-0.11100555555555557
PARM1	-2.5503455958549224
RCHY1	-0.02771374999999998
THAP6	1.1266806756756758
C4orf26	1.0764077922077921
CDKL2	-0.22954590163934427
G3BP2	1.8819814977973568
PPEF2	-1.1796364951768488
NAAA	-1.2388767553191489
SDAD1	-0.7022391836734696
CXCL9	0.2494769230769231
ART3	-0.150896282051282
CXCL10	-0.1413825000000001
CXCL11	-0.7735783783783785
NUP54	0.6702646551724137
SCARB2	-0.7824959798994975
FAM47E	-1.2769163076923078
FAM47E-STBD1	-0.5231429411764705
CCDC158	-0.999812412177986
SHROOM3	-1.8963580473933648
SOWAHB	-1.4731796613995487
SEPT11	-1.5834730769230771
CCNI	2.4690650602409643
CCNG2	0.4654447999999998
CXCL13	-1.2136000000000002
CNOT6L	3.813239915966387
MRPL1	0.32297439999999994
FRAS1	-1.377324483710657
ANXA3	-0.7581105555555555
BMP2K	-0.3725673267326733
PAQR3	-0.5533514705882352
NAA11	-2.0123852631578947
GK2	-1.8358847396226412
ANTXR2	-0.4015921428571428
PRDM8	-0.12277180661577608
FGF5	0.20317520000000006
C4orf22	-0.31776562499999994
BMP3	-1.5420143055555557
PRKG2	-0.8699720723684211
RASGEF1B	-1.4805268604651163
HNRNPD	3.4724198717948718
HNRNPDL	1.9547
ENOPH1	-2.162074166666667
TMEM150C	-1.6080695652173913
SCD5	0.3270347826086957
SEC31A	-0.27867453767123296
THAP9	-0.43080362017804147
LIN54	0.07238580310880786
COPS4	0.6110780645161291
PLAC8	-1.965860377358491
COQ2	-1.4214647899159665
HPSE	-0.24618807812500004
HELQ	-0.8350423503571428
MRPS18C	-0.24901612903225803
FAM175A	-0.12379470198675491
AGPAT9	-0.41271338383838396
NKX6-1	0.12352956521739133
CDS1	-0.6851980952380952
WDFY3	-1.7240061377358493
ARHGAP24	-1.4868569152542372
MAPK10	0.8256945652173913
PTPN13	-0.182054070961718
SLC10A6	-1.8683359788359788
C4orf36	-1.7930215094339623
AFF1	-2.2211814334470987
KLHL8	-1.449704074074074
HSD17B13	-1.61002
HSD17B11	-1.2486880281690143
NUDT9	-0.03330065789473688
SPARCL1	-0.5219225663716814
DSPP	-0.25377826086956523
DMP1	-2.6960779141104294
IBSP	-1.7499429838709677
MEPE	-1.7817946236559141
SPP1	-1.7570878205128204
PKD2	-0.9441377030162413
ABCG2	-1.530598395904437
PPM1K	-1.1641728395061728
HERC6	-0.3344462180974478
HERC5	-0.20706753771289535
PYURF	-0.6597245901639345
HERC3	-0.14196044052863435
PIGY	-2.517888888888889
NAP1L5	-2.3651094594594593
FAM13A	-1.7800709927360774
TIGD2	-1.210281407035176
GPRIN3	-2.6630557711442786
SNCA	0.124012987012987
MMRN1	-1.6456545454545453
CCSER1	-1.2627836683417084
GRID2	-0.3893128879310345
ATOH1	-0.0018578125000000185
SMARCAD1	0.44273224043715853
HPGDS	-1.0375753424657534
PDLIM5	-0.6979908143322476
BMPR1B	-1.1942912037037037
UNC5C	-1.4683582781456954
PDHA2	-4.280794915254236
STPG2	0.43940865384615385
RAP1GDS1	0.931783359375
TSPAN5	0.4443980582524271
EIF4E	2.3180813725490195
METAP1	0.16395795454545462
ADH5	-1.5375803278688525
ADH4	-0.6776817391304347
ADH6	-2.0808186440677967
ADH1A	-1.1675535519125684
ADH1B	-1.3228404145077721
ADH7	-2.7248644329896914
C4orf17	-0.8856863125000001
TRMT10A	-0.5088107142857143
MTTP	-1.9546820865139947
DAPP1	-1.9612560000000006
LAMTOR3	0.04962678571428566
DNAJB14	-0.43520845070422537
H2AFZ	1.0092652777777777
DDIT4L	-1.4828235294117649
EMCN	-0.3572701388888889
PPP3CA	0.2860633027522936
BANK1	-1.442746836734694
SLC39A8	-1.4614999103139015
NFKB1	-1.404503198294243
MANBA	-2.0295389589041095
UBE2D3	4.5419953125
CISD2	-1.156078125
SLC9B1	0.03746074380165288
SLC9B2	-1.2513326164874552
BDH2	-1.137677391304348
CENPE	-0.5316527487562189
TACR3	-1.5073325327510916
CXXC4	1.4313254629629628
TET2	-0.9629266666666666
PPA2	-0.4680176470588236
ARHGEF38	-1.697854545454545
INTS12	-1.4501076923076923
GSTCD	-1.7846865900383142
NPNT	-1.2128884531914892
TBCK	-0.6249291733333333
AIMP1	-0.30526351351351355
DKK2	0.10611896551724137
PAPSS1	-2.0315124113475176
SGMS2	-2.8679273026315792
CYP2U1	-1.4012734126984128
HADH	-2.008140506329114
LEF1	0.2131836065573771
RPL34	-2.171237288135593
OSTC	-0.21036867469879508
ETNPPL	-1.4156135265700482
COL25A1	0.7027185111662531
SEC24B	-0.8880123456790123
CCDC109B	-1.765118881118881
CASP6	-3.2823840336134453
PLA2G12A	-1.3401908045977013
CFI	-1.5270059728506784
GAR1	-0.7136564102564105
RRH	-0.6760294965986395
LRIT3	-1.661811144578313
EGF	-1.122101261770245
ELOVL6	0.25264095238095235
ENPEP	-1.951662836185819
PITX2	1.3235796363636363
C4orf32	0.33644999999999997
AP1AR	-0.386796460176991
TIFA	-2.887638461538461
ALPK1	-2.203545856873823
NEUROG2	-0.4843035502958581
C4orf21	-1.2183695786864932
LARP7	-2.0738150485436893
ANK2	-1.93221403891258
CAMK2D	-0.18748009708737853
ARSJ	-2.303699618320611
UGT8	-1.5913273728813557
NDST4	-0.4720647222222223
TRAM1L1	-3.5331540880503143
NDST3	-0.436125
PRSS12	-1.61650882629108
METTL14	-1.8514062146892654
SEC24D	-2.6235192024539873
SYNPO2	-2.5817757164404225
MYOZ2	-0.7441531531531531
USP53	-1.738981012658228
C4orf3	-1.2790673913043478
FABP2	-1.3848999999999998
PDE5A	-1.579329192546584
MAD2L1	-0.5686911111111111
PRDM5	-1.473528476190476
NDNF	-3.3620592592592593
TNIP3	-1.3115740517241383
QRFPR	-1.0362851030927835
ANXA5	-0.8090034246575343
TMEM155	0.6522672131147542
EXOSC9	0.515327587628866
CCNA2	-0.6227813131313131
BBS7	-0.11908727586206898
TRPC3	-0.8946606516290727
KIAA1109	-0.48192715899955335
ADAD1	0.9544506451612904
IL2	-0.9935722033898304
IL21	0.4498532258064517
BBS12	-1.8390410163934425
FGF2	-0.2167841530054645
NUDT6	-1.0489331210191084
SPATA5	-1.0968667733990147
SPRY1	-1.17075234375
ANKRD50	-3.154504347826087
FAT4	-2.7329294602634935
INTU	-1.0408870415647922
SLC25A31	-0.5825282894736842
HSPA4L	0.4731245161290322
PLK4	-0.10370962686567159
MFSD8	-0.42528041493775937
C4orf29	0.20169617142857138
LARP1B	0.9997964145658264
PGRMC2	1.4409246043165467
JADE1	-0.6917974147727274
SCLT1	-0.07059066666666669
C4orf33	0.020202162162162186
PCDH10	0.38707674418604654
PCDH18	-2.743813891836734
SLC7A11	-0.43286653696498056
CCRN4L	-1.828188584474886
ELF2	-0.9968083892617452
MGARP	-2.4401120300751873
NDUFC1	-1.3075100000000002
NAA15	1.6521204946996468
RAB33B	-1.1775979381443298
SETD7	-1.4897981927710844
MGST2	-1.1158142857142854
MAML3	-1.8587767527675276
SCOC	1.5217616438356165
CLGN	-1.1434228504672899
ELMOD2	0.4832089887640449
UCP1	-3.0347445783132527
TBC1D9	-1.5669345306859204
RNF150	0.0782650943396226
ZNF330	-1.3956936936936937
IL15	-1.9845018867924527
INPP4B	-0.7023161185983827
USP38	0.3995044303797468
GAB1	-1.588387878787879
SMARCA5	0.41694814249363865
FREM3	-0.36588630058365756
GYPE	-0.884525
GYPB	-0.3996808510638297
GYPA	-1.6241253333333332
HHIP	0.17409243986254305
ANAPC10	1.494633333333333
ABCE1	0.9443950207468881
OTUD4	0.6960252653927813
SMAD1	-1.3154853658536583
MMAA	-0.34079275510204077
C4orf51	-1.2868033333333335
ZNF827	-0.0015575638506876222
LSM6	0.787730303030303
SLC10A7	-0.2444116279069768
POU4F2	0.461794495412844
TTC29	-0.8229237288135594
EDNRA	-0.3166236686390533
TMEM184C	-0.14653288043478255
PRMT10	-0.08148488372093023
ARHGAP10	-1.6320243827160492
NR3C2	-1.1986673118279572
DCLK2	-0.30866517766497464
LRBA	0.4295351782945737
MAB21L2	1.239446306818182
RPS3A	-0.6364418181818181
SH3D19	0.16849250645994834
PRSS48	-0.27384012345679004
FAM160A1	-2.1059182389937106
PET112	-0.8670945801526717
FBXW7	1.246323288135593
TMEM154	-2.1870216216216214
TIGD4	-1.347468075117371
ARFIP1	1.344757106918239
FHDC1	-2.1847061224489797
TRIM2	-0.6745988603988604
MND1	-0.28397797101449274
KIAA0922	-1.6300113956834534
TLR2	-2.790098118811881
RNF175	-0.825955223880597
SFRP2	1.182459523809524
DCHS2	-2.2587253811320753
PLRG1	-0.46133680851063835
FGB	-0.9466145833333334
FGA	-1.8798664122137405
FGG	-1.062703592814371
LRAT	0.17091043478260884
RBM46	1.7802273127753305
NPY2R	-1.2051954022988507
MAP9	-0.837977783018868
GUCY1A3	-2.65698892733564
GUCY1B3	-1.8616118110236222
ASIC5	-1.2906667525773197
TDO2	-2.148889864864865
CTSO	-2.096826896551724
PDGFC	-1.0872022448979592
GLRB	-2.220728653846154
GRIA2	0.8403913157894737
FAM198B	-0.9918459760956175
TMEM144	-1.310739806451613
RXFP1	-0.41252060810810814
C4orf46	-1.2474848484848486
ETFDH	-1.8393917081850533
PPID	0.12676412587412586
FNIP2	-2.218992716535433
C4orf45	-3.994097101449275
RAPGEF2	-2.4375121189024394
FSTL5	-1.82941
NAF1	-1.2761859448818897
NPY1R	-1.8300724832214763
NPY5R	-2.6732035
TKTL2	-2.171280392156863
TMA16	-0.962760655737705
MARCH1	-1.2325992700729929
TRIM61	-1.3144657534246575
FAM218A	-0.3181628865979381
TRIM60	-1.6478123529411766
TMEM192	-2.2394358974358974
KLHL2	-1.50481711026616
MSMO1	-1.9375851063829785
CPE	-1.5873010138248849
TLL1	-1.4293438320987655
SPOCK3	-1.3432552631578947
ANXA10	-1.3078733333333332
DDX60	-1.7109312538699688
DDX60L	-1.4683961305732485
PALLD	-2.5687670871985153
CBR4	-0.6699206896551725
SH3RF1	-2.2303527888446215
NEK1	0.5544826804123711
CLCN3	-0.5795708421052631
C4orf27	0.14633587786259544
MFAP3L	-2.311051832460733
AADAT	-0.9938359550561798
GALNTL6	-0.5211561983471074
GALNT7	0.025017241379310502
HMGB2	-1.0229819444444446
SAP30	-0.11587009345794401
SCRG1	0.08093421052631586
HAND2	1.9688427272727278
FBXO8	1.4375732758620687
CEP44	-0.6640356250000001
HPGD	-0.9354725663716814
GLRA3	-0.9885415425531916
ADAM29	-1.9455270967741933
GPM6A	-0.14857383999999998
WDR17	-1.6638287279151944
SPATA4	-0.7753530992063492
ASB5	-2.535186451612903
SPCS3	1.6329290697674417
VEGFC	0.03363630057803472
NEIL3	-0.7602257894736844
AGA	-1.5627086705202313
TENM3	-1.6187439379084965
DCTD	-2.2878115942028985
WWC2	-1.9692956777996067
CLDN22	-2.94721875
CLDN24	-2.2754772727272727
CDKN2AIP	0.46181681604095565
ING2	0.8708361702127659
RWDD4	-1.0065915492957747
TRAPPC11	-1.5110350730688935
STOX2	-2.39752796728972
ENPP6	-1.6778203883495144
IRF2	-0.32672745098039224
CASP3	-1.9663038461538465
PRIMPOL	-0.1021155339805825
CENPU	-0.6116498148148148
ACSL1	-1.6420606172839507
HELT	-0.2695667934782608
SLC25A4	0.09531307142857146
KIAA1430	-0.867247926267281
SNX25	-0.18581410344827584
LRP2BP	-2.084970802919708
ANKRD37	-0.42968493150684944
UFSP2	-1.1268307291666666
C4orf47	-0.3141076923076923
CCDC110	-0.6749032520325202
PDLIM3	-1.0798337158469946
SORBS2	-2.051795951492537
TLR3	-1.6645384548104956
FAM149A	-3.0421110671936757
CYP4V2	-1.52469899543379
KLKB1	-2.085303422053232
F11	-1.9084687258687258
MTNR1A	-1.9356900584795318
FAT1	-3.743167110685194
ZFP42	-3.0017862755905522
TRIML2	-1.8816446710526318
TRIML1	-2.3143907812499998
PLEKHG4B	-1.0677904761904762
LRRC14B	-1.7083816993464054
CCDC127	-2.8246137254901957
SDHA	-2.896782332361516
PDCD6	-2.404043373493976
AHRR	-2.6560562814070354
C5orf55	-0.3083802816901408
EXOC3	-3.0761068535825546
SLC9A3	-1.0644189301310043
CEP72	-2.785251973244147
TPPP	-1.980278761061947
ZDHHC11	-1.827125
BRD9	-3.8383141762452104
TRIP13	-2.471014973262032
NKD2	-1.816688185654008
SLC12A7	-1.497165682210708
SLC6A19	-1.179990031152648
SLC6A18	-1.6986882530120484
TERT	-1.644307302533532
CLPTM1L	-2.005903346456693
SLC6A3	-1.1762709580838324
LPCAT1	-2.639862517241379
MRPL36	-3.382071666666666
NDUFS6	-2.282323333333333
IRX4	-0.978649689440994
IRX2	-0.07701056338028167
C5orf38	-0.008963953488372102
IRX1	-0.7578916326530611
ADAMTS16	-2.8515721875
KIAA0947	-4.324363121272366
MED10	-2.1672000000000002
UBE2QL1	0.6856675324675324
NSUN2	-4.07256547987616
SRD5A1	-1.9599414634146342
PAPD7	-2.9662614448669204
ADCY2	-1.7762160896130348
C5orf49	-1.2202388059701492
MTRR	-3.6481677551020413
FASTKD3	-2.7563966542750933
SEMA5A	-2.5806821643286577
TAS2R1	-4.2024512000000005
FAM173B	-4.86992627118644
CCT5	-3.7046541666666664
CMBL	-3.1938219780219788
MARCH6	-1.0002477272727273
ROPN1L	-2.8986670000000005
ANKRD33B	-1.155154671280277
